X1,X2
0.711554415178196,0.4097279905105972
0.6166179779818726,0.23584019619110877
0.38046579581761963,0.6920781497101208
0.3279941482914174,0.15896318194359105
0.525863479643935,0.4834713310763499
0.6401356272854464,0.10688767580205266
0.6130335401044461,0.08273201660012808
0.6933066807939428,0.4933160477315233
0.5455013393492802,0.17985149888926988
0.2920978127101437,0.744664826396805
0.5003641503794681,0.4638985141844354
0.3659204837054448,0.6871384596236767
0.28891363169775947,0.7210034674395582
0.6939846468750089,0.09381653556109376
0.5831814976023191,0.21892844904745187
0.5167678986508066,0.2217603329917738
0.5570825112860776,0.43680774903922676
0.3342323494006243,0.7451723075559937
0.38345732297575374,0.6304883597637332
0.6518669658632227,0.46751474248981
0.6706314177675557,0.09631598799362959
0.5586094799745158,0.0594176781179615
0.646147103644827,0.41597771056512867
0.5826315129216613,0.48916632338908334
0.3619806664127473,0.21552836692994948
0.38388171227772433,0.004998693727256642
0.3052456437333537,0.13773646174985352
0.31243715597734645,0.7355719786577242
0.32040657711103543,0.7388188200254422
0.3573622082284067,0.7033469972346412
0.2986543130073626,0.6702678743650475
0.3066854893552531,0.6278466034465078
0.7064789394209522,0.01972492348746349
0.3577431827382458,0.20422424066793857
0.7139877531929572,0.09760093536042558
0.6512147271412637,0.44251695128072105
0.7090686397958317,0.1618932516533166
0.5051533630348342,0.22360789050904262
0.3901674629230394,0.10140156549597512
0.6425595685095526,0.4599597058539162
0.5003235060762543,0.03135739533157797
0.437626416155252,0.6404662351805304
0.2824085846166129,0.6371407957993634
0.30307595296999246,0.6427546405871204
0.5330656241749534,0.4018169712973939
0.6339715163426816,0.44210847774039264
0.41819722033434625,0.743029947111313
0.6814264017083844,0.04566136787702574
0.6023364413326814,0.46121670395391967
0.2627630673283836,0.6278561482995347
0.6992591230477155,0.40919113549228303
0.634338209466192,0.14547861263313672
0.6481154135032543,0.4100122938632573
0.3794116975705444,0.22256542336079965
0.35085438247616746,0.19451151107358933
0.62932086469042,0.14175534395104955
0.5351953526379205,0.4133086601825891
0.688662944870993,0.06649809729371065
0.3415523264149302,0.17048738288316168
0.6269696495286033,0.4050523167465954
0.3735953466627362,0.02674894265896738
0.25636300988148586,0.624327562884687
0.25142703397357963,0.7193400909387404
0.3272392244780568,0.2408397207976077
0.330264000804436,0.07366414951323863
0.2591580075250534,0.6573264952658382
0.301877325964656,0.6503517193784791
0.35266447233676856,0.6152155522953509
0.3672542485700111,0.10676385833719743
0.3153147831508652,0.13893394052234645
0.44808931878425834,0.6253636357473729
0.7106107084396501,0.1386012665573246
0.636194230495617,0.4804247690137089
0.3777696795447683,0.2103104624594817
0.5805638627093435,0.06611459413154275
0.6252491132589006,0.13905786848068719
0.3212673982151742,0.07210101274988073
0.6198656385043065,0.41780950360949304
0.3650747460124333,0.1199165162996853
0.7126872563326901,0.049967862797600016
0.3260873412459433,0.24618534064640946
0.5455799220038589,0.16848241233749517
0.3305131211088469,0.24446561258490704
0.43847524101618995,0.6582990993776179
0.3241564071726787,0.23731983730857656
0.5595324423038073,0.4823947383663779
0.5799099228091253,0.19440899708859338
0.5968872724924883,0.4625510063157554
0.7062615759137253,0.47666450449164466
0.5619189385436542,0.425318726923345
0.3621337661409385,0.7246478578199167
0.303636168114526,0.23383662453086682
0.3759539485632949,0.04510450058924381
0.3469830171771945,0.04678251833704167
0.7443619461552106,0.22691909358728177
0.4043003648961684,0.7176252257447253
0.5577083080476551,0.021411225348204915
0.43259902805805955,0.6169111694345206
0.3782738059859313,0.0815494848560826
0.3945117145577735,0.2015925831466144
0.7420783871405887,0.4103184877805915
0.7303738972032855,0.4449734208536499
0.35208208005752295,0.6662294338106188
0.2771890193574232,0.6387977022373033
0.6852488854633827,0.49576717902092793
0.38827558277580765,0.16771264253425414
0.37695584291633,0.1941710852142917
0.3980329460155069,0.05073908510227937
0.7382728717952148,0.4017200028400349
0.29085112560503845,0.6493797002970954
0.6903252705371676,0.42471759811444865
0.743327923711783,0.047893626879096124
0.7418788385851447,0.17596006640672412
0.32708830050005644,0.24432903798927555
0.3870218945857026,0.6841665944584913
0.44639948718982514,0.609147183007406
0.3016129782116588,0.033132134427779986
0.7166241905327881,0.049804984630206134
0.6639811529471893,0.49729903223144606
0.6608081791690559,0.4927564461420914
0.6431139337078186,0.13410426596485778
0.3703532938423231,0.0592845333684241
0.3226657356971048,0.2099246804600418
