X1,X2,X3,X4
0.7423637552949718,0.48746691561093086,0.40879302486202435,0.507036279785672
0.6124997471092593,0.13912243760366166,0.17281753960507085,0.6020317353277904
0.36288085319957963,0.07697290444168028,0.15378783534660442,0.3595127660585674
0.5709507211459321,0.488529538604988,0.490218752192173,0.7244076098777267
0.3233349882831198,0.20422635032675707,0.00045149227193508334,0.39043177767214043
0.639717092717734,0.4498958910080474,0.4733640263149553,0.6669846027892633
0.7249004678370932,0.4933108532377098,0.41886496319772176,0.5357326310325168
0.279084939195294,0.7150936743249157,0.6650507293507967,0.4244273042948187
0.7024331384531957,0.09767038022987354,0.2400728935678364,0.616500719624822
0.6456048952376285,0.40211187710319113,0.4460032692387208,0.7212730091800856
0.618597689838937,0.20408427279002417,0.14260496271754503,0.7353823570989233
0.41624994792488906,0.6275617102969335,0.6634471497966613,0.33230976165000004
0.6572420803608547,0.44600080255698943,0.41395080723516997,0.598842043332618
0.39969567117017457,0.2045959514295259,0.23727244780379733,0.3671282605168096
0.6822778371360492,0.4581657156857753,0.42285145837058,0.5853960215908649
0.41502002777171304,0.7012145855364427,0.6060639360332175,0.4493575118396359
0.6811846335156192,0.11304992777545578,0.20320698658669134,0.648842435605758
0.5024412450666706,0.24645627165923245,0.03587851397659261,0.5953328983902137
0.5817289999780189,0.005001880868830605,0.13566840972174093,0.5412720201828403
0.32610883028548643,0.6578956264114472,0.6040140368180137,0.40688076867100653
0.504972982755769,0.4022183347597983,0.49718287473498146,0.6106349364331205
0.3667222218248689,0.1179723774132048,0.0010304191978654231,0.3943150989764256
0.28082865163701265,0.6909882105497323,0.6530972081318743,0.2862776710551521
0.7082698489788815,0.16995820080621332,0.17101953246403556,0.6207115776714057
0.39125117310352453,0.1225622362959701,0.1422585264218822,0.3870768756856333
0.5709562748658884,0.09111860096871785,0.02098453676067663,0.6310060466662076
0.5440745040521224,0.07279519507315485,0.08950207419732722,0.6517504326887723
0.6974417352594398,0.18812372855138246,0.09911825753801456,0.6554401866442354
0.2521840968743583,0.7093949401782242,0.6301773643742945,0.3029163534835252
0.6678499975296655,0.4609804044917119,0.4540593800190845,0.7040203141394389
0.3290659903356003,0.2284469797917403,0.0664072123889288,0.32130975536139594
0.28428328641911227,0.7326704868254166,0.6984075478156503,0.42175077517991055
0.6358771295004343,0.4437003977778181,0.42203168995712564,0.6878166124084188
0.39925200988238185,0.1674422510700811,0.10462750436463447,0.3299863103273721
