X1,X2,X3,X4
0.39111076752874846,0.2224238912477075,-0.20666611265517906,0.89069079415123
0.5982257746203675,0.03417029376744332,0.16165964671667624,0.6919637760130386
0.5786850497744253,0.1839964988076475,0.17352637464599044,0.6812338732125828
0.39941159990889885,0.051643068180025536,0.0862353748893786,0.3906883096804604
0.5720870967749767,0.06412232086344472,0.06230680259976948,0.5678154623650034
0.5417674940686369,0.10442744786721614,0.08081818549837466,0.7029697952976522
0.7015433223304062,0.4443725429218673,0.49839391660574106,0.7285400091058771
0.6606551667745264,0.1941419757959973,0.2334043752155277,0.5048400332518338
0.6500874008388926,0.2072458166397104,0.010012141099691563,0.7123132105766393
0.37677159529633486,0.6107969641300247,0.6840783252175401,0.29839723216389225
0.5276853372472801,0.24106088254502597,0.004877034410550707,0.6408503571568298
0.28609447873214144,0.7454072244573626,0.6631725209875793,0.25379123279757076
0.3068546059495195,0.02387912806603812,0.10791994109834518,0.3710117102087015
0.37791307285108466,0.1599218170105111,0.11909400823759159,0.31507229709595513
0.557739525703389,0.41477306426182287,0.4136219672039603,0.6129974971986494
0.31295422182520716,0.15261970461964006,-0.1028153216352079,0.8570271136547181
0.6733709419669127,0.4523850355818442,-0.09014067827299008,-0.3650599946434816
0.3507512179250235,0.6794058922490999,0.7190194805026161,0.29056337169028235
0.6801287777136638,0.4673854562522234,-0.24551823298038689,-0.3098608270123239
0.3301150780365296,0.12009379007039259,-0.08828663088755809,0.8639545735994352
0.32309142406861013,0.049775391278575276,-0.01769487936363845,0.8829447225058297
0.3917668796019461,0.6475199166828756,0.6862018720564468,0.4022214241093455
0.5756054542792393,0.4381904364009903,0.48418147678827644,0.5902794419298645
0.3012698118058056,0.19786430934582294,0.16207347612419198,0.36488529508567946
0.7312053473778687,0.14490921813321686,0.15775737870977408,0.5876539287588729
0.321324776359942,0.12033408427078232,0.0025681383092273913,0.39645784267792517
0.35521211740276437,0.07825242066348864,-0.013854220243905313,0.820937286532702
0.5279140733903197,0.49794551023464284,0.46637741781591147,0.5375727761928952
0.7293588814038742,0.42744801638206636,0.45792695684691165,0.5559022971113736
0.7345637174662639,0.17907497931155938,0.15147798913868127,0.5511340184498192
0.39964014893911015,0.1063891446699935,0.07461732093774506,0.3435698625234076
0.3516284661729016,0.009086615176358115,-0.12171419804679676,0.9826884498764937
0.3171102043259295,0.10938957555886508,-0.03921589241117146,0.9078023131908576
0.5822877225599576,0.14372609316672355,0.21891258190688534,0.7464176867641198
0.3087320140880131,0.161729208026397,-0.18722060032373805,0.8373453162098127
0.7134270530298137,0.4079754902130628,-0.011724707558420422,-0.34470688079126044
0.303818720005577,0.2083993895085159,-0.1443345294724985,0.9878829265453533
0.6227803403355956,0.47971692617836637,0.49378008015418406,0.5403717380899679
0.3313413428159939,0.20560102702276123,0.08681909945525235,0.39963811066480476
0.740230260511052,0.19142502118805022,0.014199715568751492,0.6802388281043239
0.38966938301780035,0.0017705808460779238,-0.05925627059811364,0.8195789529886983
0.3293602484587952,0.018193407275872153,0.11096674532525985,0.32019880583788923
0.3287229509748911,0.6860958834462398,0.6015847043084162,0.3851422466406531
0.6019990843135725,0.4934002463346366,0.4629892841509586,0.6016532848867644
